Date,Open,High,Low,Close,Adj Close,Volume
2004-08-01,49.676899,56.373344,47.669952,50.854240,50.854240,134609700
2004-09-01,51.018177,67.073753,49.150326,64.381264,64.381264,214089400
2004-10-01,64.977386,99.328964,64.033524,94.704041,94.704041,517477500
2004-11-01,96.149643,100.148628,80.133804,90.402023,90.402023,558797100
2004-12-01,90.387115,99.294189,83.690674,95.772095,95.772095,292573000
2005-01-01,98.062202,101.986671,87.575409,97.177948,97.177948,412996500
2005-02-01,96.561958,107.699516,89.915192,93.387604,93.387604,655453000
2005-03-01,94.033401,94.311592,85.727425,89.671768,89.671768,346132400
2005-04-01,90.292732,111.643867,89.338936,109.289177,109.289177,456329300
2005-05-01,110.307556,138.300491,109.393501,137.739136,137.739136,510836600
2005-06-01,140.684982,153.625809,132.850937,146.124603,146.124603,783061100
2005-07-01,146.566727,157.873184,142.567734,142.950241,142.950241,412562100
2005-08-01,143.129089,148.891602,135.791809,142.075928,142.075928,287801100
2005-09-01,142.031219,159.438004,141.579163,157.207520,157.207520,342517300
2005-10-01,155.801666,186.164185,144.400818,184.867615,184.867615,388433200
2005-11-01,184.728516,214.226669,183.312729,201.146729,201.146729,426083700
2005-12-01,203.277878,221.663300,198.215790,206.089584,206.089584,400146800
2006-01-01,209.894836,236.019913,196.094589,214.932068,214.932068,601968200
2006-02-01,193.258041,201.936600,167.823471,180.138367,180.138367,598918700
2006-03-01,183.089188,198.210831,164.703766,193.739914,193.739914,617516300
2006-04-01,193.506424,223.903717,192.711594,207.619629,207.619629,373037800
2006-05-01,207.882919,208.364792,179.119995,184.708649,184.708649,354166000
2006-06-01,185.563095,208.310150,184.599365,208.310150,208.310150,286611200
2006-07-01,208.662842,212.562485,187.624680,192.050888,192.050888,256701000
2006-08-01,191.310715,193.739914,180.505981,188.041962,188.041962,215333700
2006-09-01,189.264023,207.992218,187.142822,199.651459,199.651459,244681400
2006-10-01,199.651459,244.390472,197.808441,236.655777,236.655777,319087900
2006-11-01,237.833130,254.842499,231.027390,240.838577,240.838577,238418900
2006-12-01,241.419800,244.609055,224.708481,228.752182,228.752182,184519000
2007-01-01,231.494354,254.842499,229.065155,249.129654,249.129654,250793200
2007-02-01,251.365112,251.370087,220.088531,223.272827,223.272827,229308300
2007-03-01,219.904724,231.494354,217.088058,227.599686,227.599686,237766900
2007-04-01,227.400970,244.658737,224.599197,234.166977,234.166977,187124400
2007-05-01,234.569351,252.746124,227.227112,247.346252,247.346252,200456500
2007-06-01,248.881271,265.766449,247.187286,259.661163,259.661163,259773400
2007-07-01,261.047150,277.485229,247.828110,253.352188,253.352188,234776200
2007-08-01,253.600571,261.707855,238.677628,255.960220,255.960220,178552800
2007-09-01,255.845963,284.047546,253.789352,281.802155,281.802155,139728700
2007-10-01,283.143433,351.215668,282.964600,351.215668,351.215668,312921600
2007-11-01,349.124298,371.205658,306.019623,344.260925,344.260925,345178600
2007-12-01,343.272339,360.058167,324.141785,343.505829,343.505829,171735800
2008-01-01,344.196320,346.431793,257.823120,280.326752,280.326752,317629300
2008-02-01,262.626862,268.771912,221.981232,234.067612,234.067612,356674000
2008-03-01,234.231552,234.832642,204.723465,218.811844,218.811844,293123000
2008-04-01,222.423355,290.540314,219.075134,285.289459,285.289459,287947900
2008-05-01,287.286469,299.278473,267.167328,291.007263,291.007263,210624600
2008-06-01,289.367950,292.120026,255.880737,261.509125,261.509125,188786800
2008-07-01,258.111237,276.044586,231.295639,235.344315,235.344315,209523600
2008-08-01,234.728317,253.680054,229.457596,230.148102,230.148102,138521900
2008-09-01,236.844559,239.532074,189.124924,198.965912,198.965912,269898900
2008-10-01,204.246567,207.142731,153.720200,178.518906,178.518906,401181500
2008-11-01,177.634659,184.976898,122.850975,145.533447,145.533447,318119800
2008-12-01,142.413742,163.685379,130.441605,152.830978,152.830978,227482400
2009-01-01,153.302917,175.026627,140.461441,168.171204,168.171204,221190400
2009-02-01,166.064911,189.268982,163.710220,167.902954,167.902954,224620400
2009-03-01,165.588013,178.419556,143.789780,172.905411,172.905411,229430900
2009-04-01,170.779251,200.570480,169.204483,196.705612,196.705612,176806100
2009-05-01,196.238663,207.266922,191.102066,207.266922,207.266922,114810500
2009-06-01,208.012085,222.224640,199.646484,209.432846,209.432846,141836400
2009-07-01,210.729416,224.887329,196.710587,220.093506,220.093506,146982800
2009-08-01,222.920120,235.642380,217.863007,229.343338,229.343338,98108800
2009-09-01,228.354767,251.861877,224.832687,246.322906,246.322906,102821300
2009-10-01,244.907120,279.005341,239.740723,266.327789,266.327789,155350500
2009-11-01,266.804688,291.633209,262.413269,289.616333,289.616333,82342500
2009-12-01,292.164764,310.972412,287.718658,307.986847,307.986847,85793200
2010-01-01,311.449310,312.721039,261.106750,263.257751,263.257751,179358400
2010-02-01,265.572693,271.981018,258.319885,261.697906,261.697906,104743200
2010-03-01,262.890167,292.239258,262.164856,281.727631,281.727631,168637000
2010-04-01,283.828979,296.988373,258.831543,261.151459,261.151459,147070900
2010-05-01,261.548889,264.738129,228.513733,241.245926,241.245926,164181400
2010-06-01,238.662735,252.979614,220.923111,221.037369,221.037369,120502500
2010-07-01,221.206268,247.142578,215.413940,240.858444,240.858444,139519800
2010-08-01,242.915070,252.656708,222.378647,223.555984,223.555984,106395800
2010-09-01,226.019958,266.690430,224.787964,261.196167,261.196167,120176800
2010-10-01,263.287567,310.351471,257.748596,304.867126,304.867126,159726000
2010-11-01,305.875580,313.386719,274.867249,276.059509,276.059509,117642000
2010-12-01,279.680939,301.538788,279.382874,295.065887,295.065887,85118500
2011-01-01,296.312775,319.402588,295.850769,298.240234,298.240234,120747200
2011-02-01,300.291901,313.550659,298.732025,304.718109,304.718109,84280400
2011-03-01,306.893951,307.609283,273.858826,291.484161,291.484161,121057900
2011-04-01,292.477722,295.671936,257.823120,270.292023,270.292023,141395000
2011-05-01,271.086853,271.101746,255.041199,262.800720,262.800720,91243400
2011-06-01,262.313904,264.877228,234.981674,251.553879,251.553879,119017100
2011-07-01,251.732727,311.722534,251.553879,299.894470,299.894470,163163100
2011-08-01,303.635132,305.761322,243.844025,268.732147,268.732147,214937600
2011-09-01,268.627838,277.455414,253.600571,255.855911,255.855911,118020100
2011-10-01,253.277679,299.402679,238.747177,294.405182,294.405182,155433000
2011-11-01,288.175690,307.152283,278.851349,297.758362,297.758362,121383100
2011-12-01,298.061401,321.290314,297.564636,320.863098,320.863098,110809000
2012-01-01,324.360352,332.959412,280.450928,288.180664,288.180664,148241000
2012-02-01,290.580048,310.778687,287.698792,307.127441,307.127441,95343200
2012-03-01,309.119476,327.167084,295.001312,318.548157,318.548157,95273600
2012-04-01,318.314667,324.459717,293.193054,300.470734,300.470734,118519300
2012-05-01,299.944153,316.864105,287.629242,288.553253,288.553253,118108000
2012-06-01,284.047546,292.045532,276.461884,288.160797,288.160797,93611600
2012-07-01,289.030151,319.223755,279.228882,314.439880,314.439880,103238300
